  2450622.87617   16.864    0.018
  2450624.90273   16.899    0.017
  2450625.89017   17.078    0.018
  2450626.86170   16.898    0.020
  2450627.84792   16.886    0.020
  2450628.88901   16.960    0.017
  2450629.88681   17.059    0.024
  2450631.91776   16.818    0.017
  2450632.85826   16.996    0.021
  2450633.89369   16.967    0.018
  2450635.88855   16.849    0.018
  2450643.85756   17.001    0.024
  2450645.82929   16.824    0.018
  2450649.78440   16.680    0.018
  2450652.83160   16.940    0.018
  2450656.84475   16.912    0.018
  2450657.81701   16.890    0.021
  2450663.76358   16.993    0.021
  2450664.86849   17.051    0.017
  2450665.81578   16.857    0.018
  2450666.82634   16.913    0.017
  2450667.84556   16.852    0.017
  2450668.81638   17.074    0.020
  2450670.78196   16.792    0.018
  2450671.80400   16.972    0.015
  2450672.80955   16.972    0.024
  2450673.77693   16.998    0.020
  2450684.73731   17.000    0.024
  2450685.79217   17.020    0.020
  2450687.77479   16.914    0.021
  2450688.71683   16.675    0.013
  2450689.74398   17.034    0.018
  2450697.71011   16.759    0.017
  2450698.78122   17.083    0.020
  2450699.68026   16.906    0.017
  2450700.72103   16.910    0.018
  2450701.69326   16.844    0.017
  2450704.72124   16.876    0.020
  2450706.68690   16.870    0.020
  2450707.72446   17.082    0.025
  2450708.74861   16.932    0.021
  2450712.74916   17.022    0.024
  2450713.73052   16.804    0.020
  2450714.74550   16.932    0.020
  2450715.71106   16.975    0.021
  2450716.67914   17.037    0.020
  2450726.66176   16.894    0.020
  2450728.67247   17.027    0.021
  2450729.67460   16.971    0.018
  2450730.65898   16.925    0.018
  2450733.62547   17.032    0.029
  2450739.64543   16.910    0.021
  2450741.61123   17.105    0.020
  2450742.58747   17.011    0.028
  2450744.63459   16.959    0.024
  2450745.58553   16.955    0.021
  2450746.77633   17.080    0.021
  2450747.64680   16.888    0.021
  2450748.60853   16.935    0.022
  2450749.61392   16.864    0.020
  2450750.60776   17.085    0.020
  2450751.61617   17.008    0.022
  2450752.73059   16.877    0.020
  2450753.66622   16.945    0.020
  2450759.62406   17.033    0.018
  2450760.64974   16.954    0.020
  2450761.62578   16.753    0.024
  2450761.73104   16.786    0.024
  2450762.61716   17.028    0.022
  2450762.64672   16.999    0.024
  2450763.63338   17.003    0.024
  2450763.74413   16.954    0.024
  2450765.56545   16.791    0.022
  2450766.60289   16.826    0.021
  2450766.70578   16.747    0.025
  2450767.61043   17.000    0.024
  2450767.77267   16.961    0.031
  2450769.59327   16.924    0.020
  2450769.66698   16.950    0.022
  2450770.59939   16.726    0.022
  2450771.63246   17.054    0.025
  2450772.59431   16.952    0.018
  2450773.59941   16.965    0.018
  2450773.75162   17.015    0.022
  2450774.59241   16.833    0.025
  2450775.55031   16.950    0.018
  2450776.63122   17.037    0.018
  2450777.60548   16.946    0.018
  2450778.60888   16.878    0.018
  2450779.63576   16.707    0.018
  2450779.74608   16.771    0.017
  2450781.54995   16.990    0.022
  2450781.72829   17.005    0.020
  2450782.61334   16.896    0.021
  2450782.73932   17.000    0.025
  2450783.53251   16.834    0.020
  2450784.57443   16.893    0.021
  2450785.60130   17.034    0.031
  2450785.74688   17.068    0.021
  2450786.60497   16.908    0.022
  2450787.68542   16.958    0.022
  2450788.61825   16.759    0.017
  2450788.64380   16.760    0.015
  2450790.56694   16.952    0.020
  2450792.54491   16.891    0.018
  2450795.60959   16.868    0.024
  2450796.53849   16.937    0.027
  2450797.69865   16.887    0.021
  2450798.56129   17.055    0.021
  2450799.69924   16.982    0.020
  2450800.61423   16.795    0.020
  2450806.61180   16.979    0.027
  2450808.54320   16.917    0.022
  2450816.67419   17.026    0.024
  2450817.58428   16.900    0.017
  2450819.54707   17.092    0.024
  2450820.62337   16.967    0.022
  2450822.54394   16.818    0.024
  2450824.56973   17.005    0.024
  2450825.64286   16.930    0.025
  2450828.60303   17.072    0.021
  2450829.56963   17.006    0.020
  2450832.57653   16.912    0.020
  2450834.56600   16.880    0.022
  2450836.54414   16.784    0.021
  2450838.57710   16.940    0.024
  2450840.58686   16.912    0.021
  2450845.53859   16.928    0.022
  2450855.56673   16.980    0.028
  2450859.55454   16.970    0.021
  2450962.92296   16.876    0.029
  2450966.92245   16.934    0.020
  2450970.89884   16.982    0.022
  2450976.87948   16.701    0.018
  2450986.83383   17.130    0.031
  2450987.84747   16.964    0.025
  2450991.91549   17.046    0.022
  2450996.91942   16.938    0.021
  2450998.89052   16.971    0.028
  2451004.78910   17.026    0.024
  2451006.81771   16.695    0.022
  2451020.88718   16.834    0.021
  2451025.92496   17.092    0.027
  2451035.73989   16.899    0.022
  2451037.76909   16.933    0.020
  2451041.77726   16.918    0.032
  2451045.73897   16.804    0.020
  2451048.72016   16.997    0.021
  2451052.76302   17.014    0.021
  2451055.63632   17.002    0.024
  2451059.76626   17.042    0.031
  2451061.71904   16.923    0.021
  2451064.80292   17.091    0.035
  2451068.70433   17.099    0.022
  2451072.68446   16.826    0.018
  2451076.66225   16.877    0.021
  2451078.67280   16.901    0.025
  2451081.68535   16.936    0.028
  2451084.62353   16.928    0.024
  2451087.64342   16.916    0.022
  2451090.69981   16.972    0.022
  2451092.73191   16.878    0.021
  2451094.63861   17.035    0.024
  2451102.60878   16.904    0.024
  2451106.70363   16.753    0.020
  2451116.58122   17.036    0.029
  2451120.56979   17.005    0.029
  2451126.64513   16.966    0.021
  2451129.54360   17.033    0.031
  2451132.52665   16.983    0.028
  2451135.57672   16.918    0.024
  2451138.62641   16.978    0.022
  2451140.60384   16.814    0.017
  2451144.66138   16.901    0.022
  2451151.54098   16.990    0.025
  2451155.54259   17.069    0.022
  2451159.53804   17.063    0.028
  2451162.57044   16.925    0.022
  2451164.68401   17.146    0.032
  2451170.54242   16.827    0.020
  2451178.65247   17.045    0.025
  2451182.66437   17.024    0.028
  2451183.70272   16.948    0.022
  2451185.68587   17.047    0.025
  2451188.68521   16.771    0.018
  2451191.56895   17.012    0.035
  2451202.58404   16.734    0.018
  2451205.53548   16.888    0.014
  2451211.55594   16.858    0.020
  2451217.56658   17.004    0.020
  2451220.56906   16.973    0.021
  2451229.52178   17.038    0.031
  2451238.51807   17.032    0.031
