2450726.790690 15.76900 0.01000
2450728.853980 15.76100 0.01000
2450729.836870 15.78500 0.01100
2450739.821540 15.76000 0.01200
2450742.833840 15.77400 0.01100
2450744.806700 15.76700 0.01000
2450745.816240 15.76700 0.01000
2450746.854320 15.82400 0.01000
2450747.673700 15.76800 0.01100
2450748.651060 15.76100 0.01300
2450750.731360 15.76000 0.01100
2450751.761870 15.76800 0.01200
2450752.823220 15.76300 0.01000
2450754.831530 15.95300 0.01200
2450755.728790 15.77700 0.01200
2450759.732010 15.76600 0.01000
2450760.786470 15.75500 0.01000
2450762.807200 15.89200 0.01100
2450769.819580 15.75900 0.01100
2450773.807010 15.95000 0.01100
2450776.833050 15.83800 0.01000
2450779.773930 15.80900 0.01100
2450781.790480 15.82200 0.01000
2450783.798900 15.77100 0.00900
2450788.801370 15.75400 0.00900
2450790.816150 15.77100 0.00900
2450795.772900 15.95900 0.01000
2450798.768140 15.85100 0.01000
2450805.829710 15.76300 0.01400
2450816.823800 15.76500 0.01000
2450817.766290 15.89500 0.01000
2450824.713670 15.76100 0.01100
2450826.685940 15.76500 0.01000
2450827.656410 15.75600 0.01000
2450828.715860 15.95100 0.01000
2450829.676920 15.76500 0.01000
2450830.597410 15.77700 0.01000
2450831.605440 15.97100 0.01100
2450832.728280 15.75100 0.01000
2450833.661050 15.76300 0.00900
2450833.752780 15.86300 0.00900
2450834.714140 15.77500 0.01000
2450835.681260 15.76600 0.00900
2450836.650150 15.81200 0.01000
2450837.631640 15.77400 0.00900
2450838.759320 15.78000 0.01300
2450839.630310 15.91700 0.01100
2450840.750710 15.75800 0.01000
2450842.662800 15.83700 0.01100
2450844.610540 15.77500 0.01000
2450845.635640 15.77700 0.00900
2450850.706650 15.83800 0.01200
2450854.744130 15.76600 0.01300
2450855.728730 15.92300 0.01300
2450856.636060 15.76300 0.01100
2450857.694350 15.76200 0.01100
2450858.648180 15.93700 0.01400
2450859.724120 15.75700 0.01000
2450860.602650 15.76800 0.01100
2450860.665320 15.76100 0.01100
2450865.533010 15.75300 0.01200
2450867.588410 15.76600 0.01000
2450874.699950 15.84600 0.00800
2450876.569140 15.75500 0.00800
2450876.669280 15.75300 0.00900
2450878.705980 15.76200 0.01100
2450880.592780 15.91500 0.01100
2450885.599470 15.77800 0.01500
2450887.637790 15.75900 0.01100
2450890.661370 15.76800 0.01100
2450892.554920 15.77000 0.01000
2450895.598260 15.75300 0.00900
2450898.575960 15.75900 0.00700
2450918.591200 15.86800 0.01400
2450922.495500 15.77300 0.01000
2450928.557410 15.77300 0.01400
2450933.519690 15.75600 0.00900
2450951.477610 15.81900 0.01000
2451041.891760 15.77000 0.00900
2451072.840080 15.78500 0.01000
2451078.792230 15.88700 0.01000
2451080.827100 15.75900 0.00900
2451081.803820 15.93800 0.01000
2451083.872060 15.80600 0.01000
2451084.785690 15.80400 0.01000
2451086.806000 15.82600 0.01000
2451089.769050 15.87700 0.01000
2451090.790850 15.76200 0.01000
2451091.848990 15.76800 0.01100
2451092.847290 15.78500 0.01000
2451093.874120 15.77700 0.01000
2451102.853000 15.77700 0.00900
2451107.835980 15.76800 0.00900
2451109.785680 15.77500 0.01100
2451113.849140 15.79600 0.01000
2451116.793370 15.81900 0.00900
2451126.695120 15.77200 0.01000
2451129.793870 15.77400 0.00900
2451131.798530 15.77400 0.01100
2451132.790390 15.77400 0.01000
2451134.803440 15.77200 0.00900
2451142.740750 15.77200 0.00900
2451151.835420 15.77100 0.01000
2451153.707040 15.77000 0.01000
2451155.662740 15.96700 0.01200
2451157.723320 15.79000 0.01200
2451159.700330 15.78800 0.01300
2451159.728270 15.75900 0.01100
2451161.793360 15.76100 0.00900
2451163.790030 15.80600 0.01000
2451165.790210 15.79100 0.01000
2451167.724900 15.76000 0.01000
2451168.735890 15.84300 0.01000
2451171.703780 15.90900 0.00900
2451174.831580 15.77200 0.00900
2451178.749570 15.76200 0.00900
2451181.715140 15.76300 0.01000
2451183.748670 15.75200 0.00900
2451185.797590 15.77000 0.00900
2451187.750820 15.82300 0.00900
2451189.739240 15.76300 0.00900
2451191.804100 15.75200 0.00900
2451192.834880 15.77400 0.00900
2451194.654390 15.76700 0.01000
2451196.671240 15.84500 0.01100
2451202.676610 15.76900 0.01100
2451204.656780 15.99100 0.01200
2451207.669540 15.81100 0.01200
2451211.695940 15.75700 0.01100
2451214.734510 15.75000 0.01100
2451215.560640 15.84000 0.01000
2451216.628700 15.76100 0.01100
2451217.696340 15.76700 0.01000
2451219.633520 15.74500 0.01100
2451221.604250 15.75300 0.01100
2451223.694390 15.95700 0.01200
2451224.574020 15.76700 0.01300
2451226.582280 15.96600 0.01100
2451227.589330 15.76400 0.01000
2451232.678900 15.76500 0.01100
2451235.580110 15.76500 0.01100
2451237.564040 15.97200 0.01600
2451238.666030 15.76200 0.02100
2451241.566280 15.75300 0.01100
2451242.639630 15.89100 0.01100
2451243.607220 15.76300 0.01100
2451245.551940 15.86500 0.01100
2451247.686310 15.75900 0.01100
2451248.654090 15.78300 0.01100
2451251.608610 15.77900 0.01100
2451254.562470 15.78100 0.01200
2451255.595490 15.76100 0.01200
2451258.592790 15.77100 0.01000
2451260.619920 15.75700 0.01000
2451266.605370 15.75700 0.01200
2451268.526470 15.74900 0.01200
2451275.543900 15.85000 0.01200
2451278.526500 15.95900 0.01300
2451281.534550 15.83900 0.01300
2451290.504280 15.76000 0.01200
2451296.595170 15.75300 0.01200
2451300.541310 15.84600 0.01300
2451305.519680 15.83900 0.01300
2451308.550690 15.93900 0.01200
2451315.509840 15.76600 0.01300
2451318.492570 15.75900 0.01200
2451320.534740 15.76400 0.01300
2451331.497180 15.75400 0.01300
2451431.840480 15.75100 0.01100
2451433.837040 15.76700 0.01200
2451435.884930 15.81400 0.01200
2451437.877660 15.78200 0.01100
2451441.853780 15.77000 0.01000
2451443.812440 15.93300 0.01600
2451447.781730 15.76800 0.01300
2451448.872430 15.82100 0.01200
2451453.794360 15.76900 0.01400
2451455.790660 15.77600 0.01500
2451458.776570 15.76300 0.01200
2451461.744560 15.76600 0.01100
2451462.863740 15.96300 0.01200
2451471.754990 15.79600 0.01100
2451475.849380 15.76700 0.01000
2451478.774130 15.77000 0.01100
2451481.836360 15.90900 0.01100
2451484.840660 15.90700 0.01100
2451487.833470 15.79800 0.01100
2451489.834370 15.81400 0.01600
2451491.772180 15.76600 0.01200
2451493.714080 15.76600 0.01100
2451495.757560 15.97300 0.01100
2451498.678690 15.96500 0.01300
2451500.819220 15.84400 0.01100
2451503.709510 15.78100 0.01200
2451505.816360 15.76900 0.01100
2451507.712410 15.75800 0.01200
2451508.829020 15.78900 0.01000
2451509.690560 15.95200 0.01100
2451510.656050 15.76600 0.01000
2451511.738650 15.77000 0.01100
2451512.772700 15.77400 0.01100
2451514.787190 15.98200 0.01100
2451516.832980 15.76900 0.01000
2451518.704840 15.74500 0.01000
2451520.730170 15.82600 0.01100
2451522.730840 15.79000 0.01000
2451523.731010 15.78800 0.01300
2451525.706930 15.87000 0.01000
2451527.772290 15.76800 0.01100
2451528.698230 15.96800 0.01000
2451529.823640 15.75700 0.01000
2451531.715600 15.80200 0.01100
2451538.672740 15.75700 0.01000
2451541.628580 15.75500 0.01000
2451542.782890 15.76000 0.01000
2451544.685310 15.80300 0.01000
2451546.709940 15.77600 0.01200
2451547.711580 15.96600 0.01000
2451548.688700 15.76400 0.01000
2451551.718100 15.76400 0.00900
2451552.651010 15.76800 0.01000
2451553.674710 15.77800 0.01000
2451554.653280 15.76200 0.01000
2451555.677790 15.84000 0.01100
2451556.651910 15.77300 0.01000
2451560.643640 15.77000 0.01300
2451564.562750 15.94100 0.01200
2451568.639470 15.75000 0.01300
2451571.649150 15.76700 0.01000
2451575.663510 15.76900 0.01100
2451578.703840 15.75300 0.01100
2451580.714660 15.81600 0.01000
2451582.649120 15.75900 0.01000
2451585.639900 15.78600 0.01000
2451588.643190 15.92600 0.01200
2451591.607050 15.94300 0.01500
2451595.600270 15.76300 0.01100
2451599.666270 15.95700 0.01000
2451600.633130 15.78700 0.01300
2451601.626280 15.76000 0.01200
2451602.692740 15.76700 0.01100
2451604.624320 15.76800 0.01100
2451606.581330 15.75700 0.01100
2451609.537560 15.76200 0.01100
2451610.552480 15.86600 0.01100
2451611.612550 15.77500 0.01100
2451613.592930 15.86200 0.01100
2451614.663990 15.76700 0.01200
2451616.521650 15.86500 0.01000
2451618.670840 15.96300 0.01200
2451619.560880 15.75600 0.01100
2451621.557040 15.93700 0.01300
2451623.654190 15.76200 0.01100
2451625.635220 15.75500 0.01100
2451627.605510 15.78100 0.01200
2451628.545460 15.76200 0.01100
2451630.517070 15.77600 0.01300
2451631.514890 15.76700 0.01000
2451633.630320 15.75900 0.01000
2451635.513270 15.91100 0.01200
2451643.589320 15.87200 0.01500
2451645.522400 15.76100 0.01400
2451653.507730 15.76200 0.01200
2451655.551650 15.75500 0.01200
2451657.561120 15.76500 0.01300
2451659.575740 15.89900 0.01200
2451662.543310 15.97900 0.01100
2451664.566380 15.75900 0.01100
2451669.536310 15.75900 0.01400
2451672.509020 15.76600 0.01200
2451687.506640 15.79500 0.01600
2451695.491970 15.91600 0.01200
