  2450626.93237   17.446    0.024
  2450627.89804   17.308    0.029
  2450631.91351   17.087    0.020
  2450632.90825   17.262    0.028
  2450635.88418   17.178    0.024
  2450643.85357   17.350    0.024
  2450645.87970   17.101    0.017
  2450649.84239   17.107    0.025
  2450656.89489   17.236    0.024
  2450657.89876   17.390    0.029
  2450665.87455   17.405    0.018
  2450666.87664   17.103    0.018
  2450668.86643   17.432    0.038
  2450670.83210   17.233    0.020
  2450671.85456   17.377    0.027
  2450672.85951   17.379    0.029
  2450673.77256   17.121    0.022
  2450684.78752   17.127    0.022
  2450685.78802   17.385    0.029
  2450686.74410   17.411    0.027
  2450687.90540   17.152    0.028
  2450688.87331   17.366    0.025
  2450689.73985   17.405    0.024
  2450697.70571   17.423    0.027
  2450699.73177   17.377    0.024
  2450700.71685   17.443    0.024
  2450701.68853   17.183    0.021
  2450704.68311   17.421    0.027
  2450707.71202   17.450    0.031
  2450713.72408   17.378    0.022
  2450714.74064   17.450    0.021
  2450715.78150   17.149    0.021
  2450716.76402   17.292    0.021
  2450726.73120   17.146    0.020
  2450728.72431   17.445    0.024
  2450729.66869   17.169    0.020
  2450730.62003   17.210    0.022
  2450733.67964   17.112    0.027
  2450739.70185   17.330    0.025
  2450741.66545   17.349    0.022
  2450742.65925   17.411    0.024
  2450744.62777   17.233    0.025
  2450745.66767   17.421    0.024
  2450746.61247   17.425    0.027
  2450748.56691   17.294    0.029
  2450752.78144   17.406    0.025
  2450753.72119   17.150    0.020
  2450755.57642   17.284    0.021
  2450759.57905   17.392    0.025
  2450760.58338   17.392    0.029
  2450761.57863   17.101    0.029
  2450762.57663   17.300    0.027
  2450762.70689   17.420    0.034
  2450763.59562   17.451    0.031
  2450763.73988   17.372    0.034
  2450765.55898   17.179    0.035
  2450766.59590   17.398    0.039
  2450766.66245   17.401    0.039
  2450767.57034   17.452    0.041
  2450769.55526   17.352    0.029
  2450770.65156   17.450    0.031
  2450771.62772   17.098    0.022
  2450772.55579   17.184    0.021
  2450773.57838   17.397    0.022
  2450774.64820   17.285    0.031
  2450775.60110   17.090    0.021
  2450776.68205   17.415    0.032
  2450777.59898   17.424    0.029
  2450778.57214   17.128    0.025
  2450778.66363   17.049    0.025
  2450779.63152   17.307    0.027
  2450780.63131   17.387    0.029
  2450781.60789   17.361    0.027
  2450782.60554   17.161    0.025
  2450783.58530   17.370    0.025
  2450784.62489   17.405    0.034
  2450785.59574   17.082    0.020
  2450786.60046   17.280    0.022
  2450787.68086   17.433    0.032
  2450788.61247   17.294    0.027
  2450790.56248   17.352    0.028
  2450795.57424   17.341    0.032
  2450796.62384   17.200    0.029
  2450797.69433   17.447    0.031
  2450798.61174   17.424    0.024
  2450800.60965   17.302    0.028
  2450802.59018   17.287    0.029
  2450806.60700   17.125    0.031
  2450817.63444   17.268    0.024
  2450819.67554   17.311    0.025
  2450820.67454   17.200    0.025
  2450823.67176   17.036    0.020
  2450824.61989   17.274    0.036
  2450828.65312   17.402    0.032
  2450829.61972   17.441    0.029
  2450832.62664   17.414    0.029
  2450833.64675   17.224    0.024
  2450836.59431   17.464    0.036
  2450838.56744   17.190    0.031
  2450840.58287   17.403    0.036
  2450845.58853   17.239    0.020
  2450855.56266   17.142    0.031
  2450856.55054   17.345    0.031
  2450859.55017   17.258    0.031
  2450860.58248   17.383    0.035
  2450866.56978   17.244    0.028
  2450962.91891   17.376    0.032
  2450986.88519   17.220    0.028
  2450987.89749   17.453    0.038
  2450991.91137   17.382    0.027
  2450996.87913   17.136    0.024
  2450998.88481   17.436    0.031
  2451003.81599   17.090    0.025
  2451005.84141   17.423    0.036
  2451008.87456   17.408    0.035
  2451020.83746   17.155    0.021
  2451035.79198   17.287    0.029
  2451037.81924   17.347    0.031
  2451038.91826   17.301    0.029
  2451041.88869   17.131    0.022
  2451045.78983   17.181    0.021
  2451049.81024   17.303    0.025
  2451052.82064   17.208    0.025
  2451055.69038   17.255    0.027
  2451059.82104   17.174    0.025
  2451064.76418   17.408    0.031
  2451068.75605   17.364    0.034
  2451071.78404   17.419    0.031
  2451075.80118   17.432    0.027
  2451080.66900   17.071    0.028
  2451083.76130   17.015    0.024
  2451086.61186   17.460    0.032
  2451092.69505   17.429    0.032
  2451094.69120   17.140    0.021
  2451102.65981   17.342    0.024
  2451107.62814   17.388    0.028
  2451112.73433   17.377    0.029
  2451117.60975   17.420    0.032
  2451122.62134   17.137    0.028
  2451128.56993   17.404    0.038
  2451135.66897   17.226    0.024
  2451138.62176   17.432    0.028
  2451140.65413   17.297    0.031
  2451144.65715   17.427    0.036
  2451151.59162   17.387    0.029
  2451154.61121   17.276    0.035
  2451157.65696   17.236    0.035
  2451160.64846   17.138    0.025
  2451163.73039   17.088    0.025
  2451166.69744   17.354    0.028
  2451170.62635   17.159    0.027
  2451179.68518   17.389    0.035
  2451183.69405   17.448    0.038
  2451186.68789   17.451    0.031
  2451189.57644   17.301    0.031
  2451192.62103   17.244    0.028
  2451202.56759   17.109    0.024
  2451206.57121   17.199    0.024
  2451212.56278   17.134    0.029
  2451216.56882   17.145    0.025
  2451220.56501   17.221    0.025
  2451233.54814   17.117    0.027
