2450457.756240 17.25000 0.01500
2450458.740590 17.09500 0.01600
2450459.693390 17.10100 0.01500
2450461.708330 17.05200 0.01300
2450461.830900 17.10200 0.01700
2450462.540700 17.16400 0.01600
2450465.784270 17.03700 0.01400
2450466.694890 17.16600 0.01600
2450467.802770 17.03300 0.01400
2450468.709170 17.07000 0.01400
2450469.709210 17.16100 0.01600
2450470.777010 17.09100 0.02000
2450471.829020 17.08300 0.02100
2450472.753890 17.02400 0.01700
2450473.665700 17.35900 0.02600
2450474.746130 17.04700 0.01700
2450475.638890 17.07900 0.01900
2450476.791130 17.07800 0.02100
2450477.775790 17.21100 0.01700
2450478.583070 17.38100 0.01700
2450479.781500 17.06100 0.01800
2450480.618150 17.53500 0.02100
2450481.603260 17.06000 0.01500
2450482.764250 17.37500 0.01700
2450483.552000 17.17800 0.01700
2450484.549860 17.05900 0.01900
2450485.554430 17.29900 0.01600
2450486.545980 17.04500 0.01400
2450487.573630 17.69400 0.02000
2450488.538240 17.04200 0.01900
2450488.676590 17.04800 0.01500
2450489.628540 17.35200 0.01600
2450490.599010 17.07900 0.01300
2450491.557130 17.10800 0.01500
2450492.541430 17.13800 0.01700
2450492.615820 17.06600 0.01600
2450493.544490 17.05100 0.01300
2450494.539310 17.52900 0.01900
2450495.541650 17.04400 0.02100
2450496.537130 17.32300 0.01900
2450496.753240 17.10100 0.02300
2450498.535900 17.18100 0.01700
2450499.531400 17.06000 0.01600
2450500.522590 17.07300 0.01800
2450501.523160 17.19000 0.01900
2450507.640690 17.38900 0.02900
2450508.526840 17.12200 0.03700
2450508.593560 17.07900 0.02400
2450510.531540 17.13600 0.01900
2450511.641100 17.09200 0.01700
2450512.678470 17.08500 0.01800
2450513.670370 17.09100 0.01400
2450514.543500 17.37100 0.01800
2450515.535160 17.06000 0.01600
2450516.538700 17.24500 0.02000
2450517.540190 17.05700 0.01800
2450518.578970 17.10100 0.01500
2450519.529600 17.14900 0.01500
2450521.530470 17.32300 0.02200
2450523.542320 17.69600 0.02600
2450524.521300 17.06100 0.01900
2450526.524720 17.10000 0.01700
2450526.625810 17.08200 0.01800
2450527.522050 17.09700 0.01600
2450528.581470 17.08400 0.02000
2450530.610080 17.16600 0.02300
2450531.536960 17.07100 0.02000
2450532.522380 17.34900 0.02300
2450533.525910 17.06000 0.01900
2450535.647730 17.03400 0.01900
2450552.631050 17.67000 0.02400
2450553.486770 17.07900 0.01600
2450554.545570 17.09800 0.01700
2450561.545990 17.24400 0.02000
2450566.481580 17.63000 0.02300
2450567.482350 17.05200 0.01500
2450569.476820 17.10400 0.01700
2450571.530660 17.05800 0.01600
2450572.486870 17.06700 0.01900
2450573.494470 17.18300 0.02300
2450574.523230 17.08000 0.01600
2450673.848810 17.08300 0.01100
2450699.822110 17.08700 0.01700
2450701.866980 17.09800 0.01800
2450704.810850 17.65100 0.02400
2450706.814820 17.17800 0.02100
2450707.864170 17.07000 0.01700
