  2450626.93850   16.852    0.017
  2450627.90447   16.967    0.018
  2450628.91386   16.924    0.021
  2450632.91414   16.790    0.018
  2450633.91865   16.870    0.021
  2450635.91376   16.945    0.022
  2450643.88252   16.902    0.018
  2450645.88600   16.729    0.017
  2450649.85530   16.951    0.027
  2450656.90109   16.927    0.018
  2450657.84228   16.838    0.020
  2450658.91391   16.657    0.018
  2450664.80528   16.805    0.020
  2450664.89381   16.721    0.018
  2450665.88078   16.677    0.015
  2450666.89132   16.812    0.021
  2450667.90214   16.894    0.029
  2450668.87274   16.959    0.024
  2450670.83837   16.949    0.020
  2450671.86090   16.726    0.018
  2450672.91442   16.725    0.022
  2450673.71668   16.622    0.017
  2450673.91839   16.800    0.029
  2450684.79344   16.952    0.022
  2450685.73200   16.735    0.018
  2450686.77440   16.728    0.017
  2450688.87924   16.958    0.020
  2450689.76923   16.977    0.017
  2450697.73524   16.904    0.021
  2450698.88126   16.619    0.021
  2450699.73776   16.612    0.015
  2450700.74637   16.735    0.017
  2450701.71881   16.775    0.018
  2450706.71485   16.550    0.021
  2450707.75083   16.795    0.021
  2450712.71869   16.905    0.021
  2450713.75643   16.647    0.018
  2450714.77180   16.870    0.018
  2450716.70542   16.887    0.025
  2450720.68100   16.558    0.015
  2450722.64626   16.783    0.017
  2450726.73840   16.711    0.018
  2450728.63716   16.735    0.018
  2450729.70409   16.901    0.018
  2450733.69020   16.762    0.018
  2450741.68172   16.651    0.021
  2450742.77214   16.907    0.020
  2450744.72401   16.954    0.020
  2450747.61416   16.773    0.018
  2450748.57570   16.616    0.017
  2450749.58340   16.770    0.024
  2450750.57795   16.920    0.022
  2450751.58507   16.907    0.025
  2450752.78766   16.754    0.020
  2450753.72826   16.640    0.017
  2450754.69484   16.728    0.020
  2450759.58991   16.972    0.021
  2450760.59629   16.785    0.020
  2450761.59324   16.732    0.025
  2450762.58385   16.690    0.018
  2450762.71835   16.806    0.027
  2450763.60283   16.860    0.027
  2450763.68344   16.863    0.022
  2450765.63414   16.904    0.027
  2450766.53036   16.918    0.027
  2450766.67096   16.949    0.025
  2450767.57943   16.780    0.027
  2450767.63814   16.627    0.025
  2450767.73283   16.591    0.020
  2450769.56239   16.680    0.022
  2450770.54000   16.763    0.028
  2450771.56471   16.929    0.025
  2450772.56342   16.931    0.024
  2450772.74465   16.951    0.025
  2450773.62528   16.940    0.021
  2450774.65534   16.589    0.027
  2450775.60763   16.709    0.018
  2450776.59687   16.777    0.020
  2450776.74948   16.888    0.025
  2450778.57937   16.970    0.027
  2450779.55972   16.938    0.025
  2450779.71450   16.864    0.018
  2450780.56370   16.938    0.021
  2450780.73268   16.720    0.021
  2450781.61438   16.595    0.017
  2450782.54891   16.690    0.018
  2450782.64860   16.799    0.025
  2450783.59474   16.789    0.022
  2450784.64022   16.901    0.021
  2450785.53661   16.985    0.022
  2450786.54284   16.967    0.025
  2450787.62450   16.855    0.022
  2450788.55274   16.617    0.018
  2450790.59230   16.886    0.021
  2450795.58019   16.596    0.017
  2450797.54829   16.875    0.021
  2450798.61771   16.900    0.024
  2450800.55287   16.951    0.024
  2450802.64452   16.698    0.020
  2450806.55062   17.000    0.022
  2450808.56889   16.775    0.024
  2450816.64515   16.731    0.018
  2450819.61957   16.936    0.020
  2450822.60592   16.732    0.024
  2450824.62592   16.894    0.024
  2450825.61364   16.968    0.027
  2450828.65898   16.624    0.020
  2450829.62560   16.758    0.021
  2450832.63245   17.008    0.027
  2450836.60012   16.774    0.021
  2450838.61898   16.938    0.024
  2450840.61192   16.941    0.025
  2450842.56752   16.594    0.020
  2450843.61420   16.785    0.022
  2450845.59840   16.884    0.021
  2450850.58703   16.785    0.025
  2450855.59179   16.811    0.034
  2450860.52619   16.940    0.031
  2450874.52117   16.965    0.031
  2450963.90465   16.810    0.021
  2450986.89103   16.946    0.021
  2450987.90326   16.893    0.025
  2450996.88990   16.722    0.018
  2450998.82223   16.929    0.025
  2451005.84850   16.939    0.025
  2451020.84473   16.990    0.021
  2451025.83039   16.891    0.024
  2451035.79810   16.865    0.025
  2451037.82518   16.753    0.021
  2451038.84333   16.851    0.024
  2451041.83155   16.929    0.022
  2451045.79588   16.816    0.022
  2451049.82476   16.664    0.018
  2451053.71609   16.884    0.021
  2451058.78412   16.832    0.024
  2451059.82978   16.874    0.020
  2451061.81622   16.940    0.032
  2451064.77266   16.685    0.021
  2451069.68607   16.924    0.025
  2451074.66726   16.898    0.025
  2451077.66174   16.810    0.022
  2451079.66376   16.800    0.028
  2451081.71095   16.884    0.022
  2451084.64992   16.727    0.024
  2451087.66933   16.935    0.028
  2451090.63732   16.861    0.024
  2451092.70138   16.751    0.024
  2451094.69719   16.946    0.025
  2451095.72764   16.917    0.025
  2451102.66651   16.922    0.018
  2451107.63469   16.857    0.024
  2451112.67782   16.731    0.020
  2451117.61638   16.953    0.025
  2451122.63075   17.021    0.024
  2451128.58076   16.879    0.024
  2451132.60672   16.591    0.020
  2451138.65181   16.760    0.021
  2451140.66021   16.834    0.024
  2451144.68681   16.717    0.027
  2451151.59812   16.847    0.020
  2451157.56496   16.966    0.027
  2451160.58974   16.711    0.025
  2451163.66816   16.929    0.031
  2451164.71376   16.851    0.027
  2451170.56871   16.970    0.025
  2451182.68969   16.938    0.029
  2451185.63243   16.887    0.027
  2451187.66893   16.846    0.032
  2451190.53835   16.981    0.025
  2451202.61400   16.929    0.024
  2451208.58452   16.816    0.018
  2451211.58692   16.928    0.025
  2451216.57489   16.962    0.021
  2451219.57931   16.664    0.020
