  2450626.91668   17.233    0.021
  2450627.88237   17.463    0.024
  2450629.94000   17.443    0.028
  2450631.89782   17.486    0.029
  2450632.89258   17.201    0.025
  2450635.86851   17.364    0.025
  2450643.83783   17.256    0.017
  2450645.86400   17.240    0.025
  2450649.82668   17.197    0.032
  2450656.87920   17.475    0.022
  2450657.88308   17.195    0.025
  2450665.85882   17.441    0.021
  2450666.86090   17.286    0.021
  2450667.87992   17.426    0.032
  2450668.85072   17.305    0.021
  2450670.81638   17.222    0.021
  2450671.83882   17.432    0.020
  2450672.84379   17.147    0.021
  2450673.75684   17.462    0.022
  2450684.77176   17.367    0.024
  2450685.77228   17.344    0.022
  2450686.72836   17.458    0.027
  2450687.88965   17.454    0.031
  2450688.85754   17.294    0.021
  2450689.72409   17.186    0.021
  2450697.68994   17.197    0.021
  2450699.71600   17.196    0.018
  2450700.70109   17.396    0.018
  2450701.67276   17.274    0.020
  2450704.66729   17.352    0.024
  2450706.76017   17.440    0.034
  2450707.69624   17.402    0.028
  2450708.69372   17.339    0.027
  2450712.69405   17.209    0.017
  2450713.70827   17.419    0.020
  2450714.72484   17.219    0.020
  2450715.76567   17.414    0.022
  2450716.74822   17.281    0.020
  2450726.71536   17.035    0.013
  2450728.70846   17.252    0.018
  2450729.65282   17.335    0.024
  2450730.60420   17.398    0.028
  2450739.68602   17.209    0.020
  2450741.64957   17.201    0.018
  2450742.64340   17.434    0.022
  2450744.61190   17.423    0.025
  2450745.65179   17.108    0.017
  2450746.59659   17.406    0.025
  2450747.55439   17.368    0.031
  2450748.55104   17.300    0.025
  2450749.55744   17.319    0.034
  2450751.56180   17.404    0.032
  2450752.76557   17.482    0.028
  2450753.70533   17.174    0.018
  2450754.73686   17.439    0.029
  2450759.56317   17.409    0.024
  2450760.56750   17.167    0.021
  2450761.56276   17.477    0.028
  2450762.56076   17.172    0.027
  2450762.69099   17.226    0.032
  2450763.57972   17.486    0.029
  2450763.72396   17.354    0.025
  2450765.54312   17.392    0.036
  2450766.58003   17.078    0.028
  2450766.64658   17.203    0.028
  2450767.70810   17.422    0.041
  2450769.53934   17.429    0.027
  2450770.63564   17.164    0.025
  2450771.61183   17.420    0.022
  2450772.53988   17.259    0.021
  2450772.78774   17.328    0.027
  2450773.56246   17.345    0.022
  2450774.63232   17.056    0.025
  2450775.58519   17.397    0.025
  2450776.66615   17.143    0.036
  2450777.58310   17.332    0.028
  2450778.55623   17.411    0.029
  2450778.64777   17.210    0.022
  2450778.71395   17.172    0.027
  2450779.61561   17.359    0.027
  2450780.70951   17.084    0.022
  2450781.59198   17.297    0.028
  2450781.76533   17.429    0.028
  2450782.58964   17.451    0.029
  2450783.56936   17.239    0.029
  2450784.60899   17.421    0.032
  2450785.57983   17.193    0.029
  2450786.58457   17.442    0.025
  2450787.66494   17.299    0.025
  2450788.59658   17.438    0.032
  2450795.55834   17.193    0.021
  2450796.60794   17.430    0.032
  2450797.67839   17.167    0.025
  2450798.59588   17.442    0.027
  2450800.59375   17.398    0.024
  2450802.57426   17.341    0.025
  2450805.58031   17.386    0.024
  2450806.59109   17.364    0.029
  2450817.61855   17.487    0.034
  2450819.65966   17.491    0.039
  2450820.65863   17.255    0.031
  2450822.57857   17.054    0.034
  2450823.65589   17.466    0.029
  2450824.60399   17.148    0.029
  2450824.66682   17.174    0.029
  2450828.63724   17.078    0.022
  2450829.60382   17.393    0.025
  2450830.58433   17.383    0.028
  2450832.61074   17.340    0.029
  2450833.63088   17.369    0.027
  2450834.64508   17.226    0.025
  2450836.57843   17.469    0.034
  2450838.55155   17.383    0.036
  2450845.57268   17.154    0.020
  2450855.54681   17.397    0.041
  2450856.53466   17.331    0.029
  2450859.53433   17.425    0.038
  2450860.56665   17.277    0.031
  2450866.55393   17.225    0.027
  2450876.52252   17.091    0.035
  2450962.90322   17.177    0.024
  2450986.86953   17.404    0.027
  2450987.88180   17.280    0.031
  2450991.89569   17.196    0.022
  2450996.86189   17.234    0.027
  2450998.86913   17.264    0.025
  2451003.80026   17.423    0.034
  2451005.82571   17.461    0.032
  2451008.85887   17.091    0.029
  2451020.82174   17.394    0.025
  2451025.80138   17.174    0.022
  2451035.77628   17.304    0.027
  2451037.80350   17.238    0.024
  2451038.90254   17.417    0.025
  2451041.87296   17.160    0.022
  2451045.77408   17.432    0.024
  2451049.79450   17.468    0.039
  2451052.80485   17.142    0.027
  2451055.67459   17.344    0.029
  2451058.82639   17.079    0.027
  2451064.74842   17.366    0.029
  2451068.74025   17.434    0.027
  2451071.76827   17.266    0.021
  2451075.78536   17.178    0.024
  2451078.70715   17.442    0.032
  2451080.65318   17.343    0.027
  2451083.74550   17.112    0.042
  2451086.59600   17.206    0.032
  2451090.67915   17.359    0.036
  2451092.67920   17.201    0.034
  2451094.67535   17.193    0.029
  2451102.64396   17.141    0.025
  2451107.61230   17.336    0.022
  2451112.71847   17.199    0.024
  2451117.59388   17.146    0.022
  2451122.60545   17.432    0.029
  2451128.55404   17.292    0.032
  2451132.58440   17.350    0.039
  2451135.65310   17.202    0.021
  2451138.60588   17.291    0.025
  2451140.63827   17.243    0.022
  2451144.64126   17.270    0.028
  2451151.57576   17.407    0.027
  2451154.59529   17.085    0.028
  2451160.63254   17.210    0.031
  2451163.71447   17.451    0.034
  2451166.68152   17.293    0.039
  2451170.61047   17.381    0.025
  2451179.66929   17.106    0.031
  2451183.67814   17.129    0.025
  2451186.67199   17.482    0.028
  2451189.56053   17.469    0.034
  2451192.60515   17.334    0.027
  2451202.55172   17.051    0.021
  2451206.55533   17.221    0.022
  2451212.54685   17.490    0.032
  2451220.54909   17.515    0.032
  2451233.53232   17.257    0.031
